id,close
ID_323Sn2,-0.009852093114625095
ID_325SNW,58863188118.59031
ID_325uzE,30115849172.125767
ID_328qCx,-1.8716606416451258
ID_3293uJ,0.07834801685591197
ID_329H37,63538168761.38495
ID_32DnK8,44981879789.44415
ID_32EeyA,2368876.918128417
ID_32H6TE,43406392593.15074
ID_32Hgdp,33253704949.63647
ID_32KbB4,91678795878.90482
ID_32KwLh,95137778177.49078
ID_32NAZU,1735821.288131076
ID_32NG9u,33536823469.014126
ID_32QXZB,-1.4046216454992324
ID_32RtNw,33635156814.347836
ID_32SBbT,-0.4558868865652736
ID_32TcJo,-2.1881634825126057
ID_32US8U,45679900395.483055
ID_32WsPF,42328716978.24045
ID_32X2os,-4.716996696811934
ID_32Xyik,-1.7392413403131675
ID_32bgoA,-0.19373547770881996
ID_32bikm,56716819554.04468
ID_32bpeN,46321868843.07058
ID_32c8Zn,60283711348.33391
ID_32d5fZ,43028385890.35217
ID_32jaED,44410744930.8259
ID_32kvcY,0.12384154587629256
ID_32mkpU,37632598423.61772
ID_32mwC9,34915108933.88987
ID_32mwwo,33853787199.997467
ID_32nVpo,-1.7308293409300666
ID_32nz3p,65440450608.27663
ID_32qLEF,93259715963.72879
ID_32rEqz,36839412695.633995
ID_32sMQs,41533384142.14831
ID_32sfVZ,35007954987.55676
ID_32smMB,52110160117.71844
ID_32tXtL,-0.347577967056041
ID_32u25Q,0.09377363286140022
ID_32uBYt,42230916630.45735
ID_32uMYp,0.32105854216865687
ID_32vFvY,33477606852.044384
ID_32vTy4,56938776552.824615
ID_32vcUs,35066711205.5981
ID_32wExS,37786155831.59093
ID_32zfUL,38976738043.40583
ID_332BDv,236384526333.3919
ID_332yWf,312126845734.6455
ID_333CCE,-2.4085650730510357
ID_333sYS,33138310560.25156
ID_334imr,48363552260.75954
ID_335TWX,48198215994.3256
ID_339paj,-6.55677682401653
ID_33A6dY,34175485236.766808
ID_33BPhv,33017349666.033737
ID_33DjjL,311985670798.69916
ID_33EF4V,34888563178.78416
ID_33FCfj,33017564398.39216
ID_33FF28,-0.0477879246150463
ID_33Gvss,0.1829631194832043
ID_33LbPQ,-3.6078885635251376
ID_33NpPs,41223239066.480354
ID_33NuA6,53712635158.28847
ID_33VU2z,64903833871.145966
ID_33VpGs,93430995383.8079
ID_33Y9VK,-2.292506481879371
ID_33b6EH,-6.151827276535301
ID_33bbrz,323830674215.1389
ID_33crLN,45490334856.90369
ID_33fKqA,41488892242.43315
ID_33fpRD,-1.8572767043190448
ID_33ft29,53966567289.058136
ID_33hXZG,68271890311.33931
ID_33kRQ8,300741162803.4466
ID_33oLY6,45263343685.30647
ID_33pZww,54362144522.91753
ID_33r6Hc,62833342250.69949
ID_33sLsm,69018238448.7686
ID_33tNvW,0.18332567290819393
ID_33uKBm,37728538100.0992
ID_33umCa,34363735488.96718
ID_33vXX5,32673528798.82239
ID_33wapu,26404640515.254307
ID_33x2hK,-5.377305999576684
ID_33zH7n,73519951384.43121
ID_342RWF,0.17495129704344753
ID_343VGj,90781242001.68121
ID_346Uah,44355871635.749176
ID_347tWW,59194036332.10065
ID_349aUY,33216941573.601536
ID_34AAAY,248268881097.17987
ID_34AybD,-2.250797750104384
ID_34BNbK,37360745256.17906
ID_34DTZE,-4.155429102618305
ID_34DhKJ,-3.254499828984284
ID_34Hvnz,38539166168.17623
ID_34J7HK,42069885525.46013
ID_34Ke3A,33803591808.927555
ID_34QTg4,46034962602.917145
ID_34StgT,-0.011810987582340332
ID_34UF4v,39582116284.14425
ID_34W6Qv,36444856036.111786
ID_34Xbdg,33387942717.47362
ID_34Z5ho,52822585066.93154
ID_34dh7R,42513775240.373276
ID_34dncV,25661663528.896496
ID_34eWTp,58647970312.5249
ID_34gP63,-2.4142719994416217
ID_34grNw,-3.347819806891429
ID_34hqFx,40562913837.077194
ID_34kPkr,0.07334330484255322
ID_34sDhx,0.12047434103734274
ID_34uee6,0.019279399150021165
ID_34wwLJ,0.08669530092931002
ID_34xJTi,59245970714.573105
ID_34yHJn,29375243576.714756
ID_34zbjR,34363611063.59628
ID_34zhXV,38334193418.463
ID_352Tyn,204108318268.67786
ID_354fop,-2.9131961909850648
ID_357Ddk,36867243761.94405
ID_358DHW,-0.7402570348067061
ID_358atp,-12.395264703545038
ID_35AF6g,46162950212.87544
ID_35AjJh,75555011333.37067
ID_35Atjo,-2.126055257728544
ID_35E6V6,44237140772.05606
ID_35EcCB,-1.0979782130975666
ID_35G5hy,45093832107.323364
ID_35J4j5,321391716100.8325
ID_35KouZ,-2.6378330300488506
ID_35Lddt,31586360093.878017
ID_35Lr6w,-6.0312591248573835
ID_35N6Bp,46902473976.81836
ID_35Nunz,32970633454.417507
ID_35Nws4,29926386544.995373
ID_35W3pV,-4.340128083993447
ID_35bpiU,-1.0667857415458737
ID_35dcz6,55060584554.90253
ID_35ecAU,55987838786.89804
ID_35evKT,32938806953.465607
ID_35hQAd,43261398581.44853
ID_35i3pY,289712824060.0657
ID_35mGMc,44008719550.512665
ID_35nVSX,60323077160.400215
ID_35orCd,44469205693.83913
ID_35q27F,46079085150.26541
ID_35r94r,-1.2327472615828134
ID_35rrTJ,-1.3525977380059488
ID_35snXj,48392370936.84721
ID_35tMnA,50013686332.13333
ID_35tm2V,286135911582.9899
ID_35uYRm,35140504919.42723
ID_35v7vu,0.21354091427127123
ID_35vcF5,43201147418.50836
ID_35vzi7,290608854981.4147
ID_35xDeg,50376156744.50183
ID_35xHJt,45529084890.29005
ID_35xKDQ,34370223018.43299
ID_362HSj,37426719484.03036
ID_363xyg,45714151950.53583
ID_364duh,45960147261.855095
ID_3666ue,46482205605.333664
ID_369eAJ,-3.9475031831736067
ID_36Ad5H,29344120079.105118
ID_36BaqB,40747219068.5544
ID_36Dp6c,-5.808696538560976
ID_36EHiL,50562956067.589554
ID_36Em6y,43053298966.84556
ID_36FxXg,64812057022.02771
ID_36GJ2S,43813673676.96671
ID_36KY5P,-2.424778427283761
ID_36Lmo8,306806105179.47
ID_36MXuR,47299442367.33627
ID_36PDJ2,37190972066.03664
ID_36Qp5t,34796018120.51046
ID_36SQnM,38803342969.023994
ID_36Sbc8,40290253519.63893
ID_36U4Wh,-0.5104960814942802
ID_36U7hw,-1.310433079873661
ID_36Uj3a,-11.369868367855293
ID_36VKJx,45683562023.5488
ID_36VkVG,68782570903.89386
ID_36Vqkc,63287879679.78959
ID_36VsCN,55110261041.89641
ID_36Wbz8,34950942583.77236
ID_36XdVf,54059517914.414444
ID_36Ytbm,59155208202.41237
ID_36a3hA,43808155223.222786
ID_36a7ZU,53158433089.72792
ID_36bY7L,54286673203.414314
ID_36cA3R,0.4184084190406571
ID_36eEdX,37964050910.03875
ID_36hqP3,-2.0991879147632564
ID_36hvZX,-4.169493752506156
ID_36iA84,-6.305035190606889
ID_36iPGt,42897473254.59147
ID_36jCBk,37572757207.415665
ID_36jXuQ,-6.6862272166955155
ID_36jrqc,53825569963.980385
ID_36kPXq,40354993652.40367
ID_36kYF8,-6.08907768674482
ID_36kcFq,46595226992.371315
ID_36mBbF,-4.248033735115655
ID_36n9Dm,-7.5878114705605535
ID_36nERT,629332.6037061821
ID_36nWVi,-1.4076029906925573
ID_36noRn,199764882459.21118
ID_36oS7S,59040218650.42811
ID_36oxVv,31061409653.184757
ID_36pbUS,-1.6963131722985287
ID_36r3SD,294356036660.053
ID_36rDUG,66087863311.95151
ID_36s3RH,37365926466.97078
ID_36s7Uh,45416950651.56596
ID_36uVHy,37167352114.16754
ID_36y7TC,87783039899.02753
ID_36ziZF,-2.7179020427022587
ID_3734bx,54580005914.8139
ID_3735Qq,40899873345.97589
ID_373EgJ,-2.563660632648594
ID_375ypQ,32863962536.242588
ID_376EQn,-1.420070659197847
ID_379LXY,54618220408.610634
ID_37Ai8w,-5.6922367598621175
ID_37B4Em,46209556753.671074
ID_37Bdk7,56127406593.23419
ID_37Bip4,38185788448.50005
ID_37EkpJ,46858200654.82225
ID_37EnRM,56626436545.96059
ID_37GisM,45190225516.62558
ID_37GpdS,33746452519.796413
ID_37Kxen,38349814513.75881
ID_37MPW2,45669819857.82447
ID_37MwE2,46549271022.834175
ID_37RSQA,60525668326.09065
ID_37RYm2,-1.506374027604434
ID_37SPxJ,37706745640.722626
ID_37Tuxs,56343949815.448425
ID_37Xtzo,36895593301.83549
ID_37YceQ,80084571844.9053
ID_37ZxN4,58933252663.00935
ID_37btMV,77355629202.62894
ID_37cf8r,42055546841.85746
ID_37djGP,33893059118.52683
ID_37dsiR,45630599783.224106
ID_37egks,40855801230.99241
ID_37f4hF,-33.51976412391429
ID_37fhsZ,40308110158.30147
ID_37fojY,46405955369.57124
