id,close
ID_323Sn2,-0.00419053125200675
ID_325SNW,1187196846.966402
ID_325uzE,489398634.2130665
ID_328qCx,-0.09303707194507345
ID_3293uJ,-0.015640259867056593
ID_329H37,1277766186.7296107
ID_32DnK8,758455060.6657486
ID_32EeyA,95597.60006509305
ID_32H6TE,664869014.4000206
ID_32Hgdp,511043159.92148584
ID_32KbB4,1616908170.3300781
ID_32KwLh,1713084764.2795773
ID_32NAZU,97709.16152692187
ID_32NG9u,564426195.8684505
ID_32QXZB,-0.07839124091654638
ID_32RtNw,517162907.42604154
ID_32SBbT,-0.04498252268325893
ID_32TcJo,-0.09382323188020195
ID_32US8U,672080861.7207146
ID_32WsPF,689944289.9495685
ID_32X2os,-0.08135922889310877
ID_32Xyik,-0.0772236943675876
ID_32bgoA,-0.026529203343631656
ID_32bikm,1161813833.7725992
ID_32bpeN,852598798.8169696
ID_32c8Zn,1205950447.8589532
ID_32d5fZ,694389146.840199
ID_32jaED,743591412.9996786
ID_32kvcY,-0.003306230613232723
ID_32mkpU,577471445.702403
ID_32mwC9,525008670.55039185
ID_32mwwo,537699065.8605428
ID_32nVpo,-0.09458178811394154
ID_32nz3p,1213960792.5994334
ID_32qLEF,1767855270.0674767
ID_32rEqz,637513991.7020112
ID_32sMQs,699591802.604073
ID_32sfVZ,606342608.2102246
ID_32smMB,1057302426.6356401
ID_32tXtL,-0.11964647776072074
ID_32u25Q,-0.0011274327052093285
ID_32uBYt,717555316.4621425
ID_32uMYp,-0.2584214688624124
ID_32vFvY,510594568.91197973
ID_32vTy4,1171933145.4427528
ID_32vcUs,553897344.4517442
ID_32wExS,577283094.5107186
ID_32zfUL,587613769.9816239
ID_332BDv,4057643718.871312
ID_332yWf,6750503729.587843
ID_333CCE,-0.042976453598269515
ID_333sYS,554971515.8489221
ID_334imr,906245531.11497
ID_335TWX,798921737.3200476
ID_339paj,-0.15258208866296474
ID_33A6dY,526202040.4977903
ID_33BPhv,508266673.8154399
ID_33DjjL,6441652571.460271
ID_33EF4V,529153242.5778993
ID_33FCfj,491539574.8723623
ID_33FF28,-0.005112581832439657
ID_33Gvss,-0.014581640654527384
ID_33LbPQ,-0.0653042819176282
ID_33NpPs,632479002.3767893
ID_33NuA6,1074097531.2408085
ID_33VU2z,1224377541.4993105
ID_33VpGs,1695726964.3655114
ID_33Y9VK,-0.08865007112902303
ID_33b6EH,-0.11616429998612422
ID_33bbrz,7225361392.272033
ID_33crLN,707806080.1251118
ID_33fKqA,642975878.8961618
ID_33fpRD,-0.0821683318262044
ID_33ft29,1071557875.3363898
ID_33hXZG,1253229008.2744787
ID_33kRQ8,5854895154.206293
ID_33oLY6,762202904.5720928
ID_33pZww,1089212456.038976
ID_33r6Hc,1191135915.0921187
ID_33sLsm,1257184699.0298755
ID_33tNvW,-0.0014626525324239986
ID_33uKBm,580390561.1972353
ID_33umCa,530635920.6053347
ID_33vXX5,476443988.7891802
ID_33wapu,444341144.12935644
ID_33x2hK,-0.10363212673178906
ID_33zH7n,1280099350.359275
ID_342RWF,-0.0018014959116778228
ID_343VGj,1617237072.3720202
ID_346Uah,730228516.0127535
ID_347tWW,1169708883.8280587
ID_349aUY,560306170.1836975
ID_34AAAY,4749081524.407067
ID_34AybD,-0.12543041185622764
ID_34BNbK,552934292.6174483
ID_34DTZE,-0.18491355137667811
ID_34DhKJ,-0.06663363331283342
ID_34Hvnz,637089089.242857
ID_34J7HK,663570748.5014923
ID_34Ke3A,521036176.15348977
ID_34QTg4,840867295.0956063
ID_34StgT,-0.001410084912723928
ID_34UF4v,614863983.1250693
ID_34W6Qv,528035126.13350564
ID_34Xbdg,494885132.88307124
ID_34Z5ho,1080077565.1192987
ID_34dh7R,693817051.4342797
ID_34dncV,428156456.47678035
ID_34eWTp,1186223964.9408417
ID_34gP63,-0.0928509847485847
