id,close
ID_323Sn2,-0.011633487219342924
ID_325SNW,11326.612846363758
ID_325uzE,6306.430044149088
ID_328qCx,-0.011633487219342924
ID_3293uJ,-0.011633487219342924
ID_329H37,12288.482289249207
ID_32DnK8,9287.444736680878
ID_32EeyA,23621.19088085606
ID_32H6TE,9250.491896861055
ID_32Hgdp,7145.336636923633
ID_32KbB4,18456.04614112002
ID_32KwLh,18995.17757060986
ID_32NAZU,22858.057244644053
ID_32NG9u,6940.5473890644635
ID_32QXZB,-0.011633487219342924
ID_32RtNw,7215.75325825651
ID_32SBbT,-0.011633487219342924
ID_32TcJo,-0.011633487219342924
ID_32US8U,10016.9431494884
ID_32WsPF,8826.98289296368
ID_32X2os,-0.011633487219342924
ID_32Xyik,-0.011633487219342924
ID_32bgoA,-0.011633487219342924
ID_32bikm,10873.028697339652
ID_32bpeN,9293.355040833068
ID_32c8Zn,11663.129389553325
ID_32d5fZ,8907.957955528978
ID_32jaED,9151.610603917079
ID_32kvcY,-0.011633487219342924
ID_32mkpU,8139.810431307263
ID_32mwC9,7515.799783482735
ID_32mwwo,7210.081029235195
ID_32nVpo,-0.011633487219342924
ID_32nz3p,12941.750117988046
ID_32qLEF,18351.534643445022
ID_32rEqz,7579.322873963615
ID_32sMQs,8651.261828247643
ID_32sfVZ,7146.520237897813
ID_32smMB,10016.200571713684
ID_32tXtL,-0.011633487219342924
ID_32u25Q,-0.011633487219342924
ID_32uBYt,8797.00932442006
ID_32uMYp,-0.011633487219342924
ID_32vFvY,7174.364847171101
ID_32vTy4,10848.371682084893
ID_32vcUs,7515.007949888913
ID_32wExS,8186.313608043843
ID_32zfUL,8545.003068790025
ID_332BDv,48507.60135385785
ID_332yWf,58193.67550287936
ID_333CCE,-0.011633487219342924
ID_333sYS,6859.820191747126
ID_334imr,9600.109970010459
ID_335TWX,10055.91606758445
ID_339paj,-0.011633487219342924
ID_33A6dY,7347.255657120603
ID_33BPhv,7068.416691940546
ID_33DjjL,59149.384352229645
ID_33EF4V,7523.649821652473
ID_33FCfj,7150.356780968582
ID_33FF28,-0.011633487219342924
ID_33Gvss,-0.011633487219342924
ID_33LbPQ,-0.011633487219342924
ID_33NpPs,8759.834111569822
ID_33NuA6,10386.953621026525
ID_33VU2z,12797.954972656958
ID_33VpGs,18585.68018243628
ID_33Y9VK,-0.011633487219342924
ID_33b6EH,-0.011633487219342924
ID_33bbrz,59446.52102023812
ID_33crLN,9585.00460795367
ID_33fKqA,8813.06097737317
ID_33fpRD,-0.011633487219342924
ID_33ft29,10435.237834648986
ID_33hXZG,13612.157122622355
ID_33kRQ8,57820.8581408512
ID_33oLY6,9336.005604255932
ID_33pZww,10511.419747910202
ID_33r6Hc,12346.378293323809
ID_33sLsm,13778.088643371757
ID_33tNvW,-0.011633487219342924
ID_33uKBm,8195.05615063842
ID_33umCa,7359.1633657371685
ID_33vXX5,7089.946619683398
ID_33wapu,5485.555245227552
ID_33x2hK,-0.011633487219342924
ID_33zH7n,14875.649168325019
ID_342RWF,-0.011633487219342924
ID_343VGj,18178.768915447068
ID_346Uah,9186.183584196597
ID_347tWW,11471.402511485045
ID_349aUY,6885.3916555589985
ID_34AAAY,48353.92643426759
ID_34AybD,-0.011633487219342924
ID_34BNbK,8071.42083316328
ID_34DTZE,-0.011633487219342924
ID_34DhKJ,-0.011633487219342924
ID_34Hvnz,8024.433959428148
ID_34J7HK,8910.124509717074
ID_34Ke3A,7237.3981500500595
ID_34QTg4,9272.40171134366
ID_34StgT,-0.011633487219342924
ID_34UF4v,8464.871488307592
ID_34W6Qv,7919.079032471919
ID_34Xbdg,7235.125948241056
ID_34Z5ho,10149.523110462382
ID_34dh7R,8870.651857267598
ID_34dncV,5298.841716313057
ID_34eWTp,11295.881945690877
ID_34gP63,-0.011633487219342924
ID_34grNw,-0.011633487219342924
ID_34hqFx,8611.426244133612
ID_34kPkr,-0.011633487219342924
ID_34sDhx,-0.011633487219342924
ID_34uee6,-0.011633487219342924
ID_34wwLJ,-0.011633487219342924
ID_34xJTi,11424.03648936512
ID_34yHJn,6112.5126861489525
ID_34zbjR,7439.646602989146
ID_34zhXV,8194.538372218394
ID_352Tyn,40074.676053444826
ID_354fop,-0.011633487219342924
ID_357Ddk,7999.879017522664
ID_358DHW,-0.011633487219342924
ID_358atp,-0.011633487219342924
ID_35AF6g,9623.563818938926
ID_35AjJh,15282.096482585595
ID_35Atjo,-0.011633487219342924
ID_35E6V6,9693.239040681698
ID_35EcCB,-0.011633487219342924
ID_35G5hy,9306.825953211626
ID_35J4j5,59892.938005607815
ID_35KouZ,-0.011633487219342924
ID_35Lddt,6626.04638616055
ID_35Lr6w,-0.011633487219342924
ID_35N6Bp,10011.816817127148
ID_35Nunz,7055.7187916514895
ID_35Nws4,6272.3425588232685
ID_35W3pV,-0.011633487219342924
ID_35bpiU,-0.011633487219342924
ID_35dcz6,10643.640463550444
ID_35ecAU,10738.312450582285
ID_35evKT,7062.0724523216295
ID_35hQAd,9393.845973799804
ID_35i3pY,56700.34402871026
ID_35mGMc,9261.35751307963
ID_35nVSX,11511.519022634375
ID_35orCd,9714.65111477842
ID_35q27F,9243.058255147693
ID_35r94r,-0.011633487219342924
ID_35rrTJ,-0.011633487219342924
ID_35snXj,9576.974937803092
ID_35tMnA,9919.036016577107
ID_35tm2V,54654.58272567082
ID_35uYRm,7539.788324771496
ID_35v7vu,-0.011633487219342924
ID_35vcF5,9310.215415759261
ID_35vzi7,56717.75783791009
ID_35xDeg,10254.249271888102
ID_35xHJt,9112.713446943422
ID_35xKDQ,7419.9005095878065
ID_362HSj,7699.82547161222
ID_363xyg,9139.910328359587
ID_364duh,9986.6901407066
ID_3666ue,10128.312882595073
ID_369eAJ,-0.011633487219342924
ID_36Ad5H,6133.634937468268
ID_36BaqB,8718.553310604084
ID_36Dp6c,-0.011633487219342924
ID_36EHiL,10291.415150669569
ID_36Em6y,8922.168197407831
ID_36FxXg,12764.153636669713
ID_36GJ2S,9192.04976256284
ID_36KY5P,-0.011633487219342924
ID_36Lmo8,58757.45526566456
ID_36MXuR,9791.288501281224
ID_36PDJ2,8000.5614340766
ID_36Qp5t,7135.554928919281
ID_36SQnM,8336.4444128608
