id,close
ID_323Sn2,0.0004965666276862839
ID_325SNW,3.893451183871873
ID_325uzE,3.89728905336098
ID_328qCx,0.0004965666276862839
ID_3293uJ,0.0004965666276862839
ID_329H37,3.899072479554657
ID_32DnK8,3.893451183871873
ID_32EeyA,1.7056399173542005
ID_32H6TE,3.899072479554657
ID_32Hgdp,3.893312451620874
ID_32KbB4,3.899072479554657
ID_32KwLh,3.898285458141612
ID_32NAZU,1.7057581296074114
ID_32NG9u,3.8935210072740265
ID_32QXZB,0.0004965666276862839
ID_32RtNw,3.893657897581164
ID_32SBbT,0.0004965666276862839
ID_32TcJo,0.0004965666276862839
ID_32US8U,3.8936237234940005
ID_32WsPF,3.893312451620874
ID_32X2os,0.0004965666276862839
ID_32Xyik,0.0004965666276862839
ID_32bgoA,0.0004965666276862839
ID_32bikm,3.89399480613016
ID_32bpeN,3.893657897581164
ID_32c8Zn,3.8935109755630783
ID_32d5fZ,3.893312451620874
ID_32jaED,3.893483730485623
ID_32kvcY,0.0004965666276862839
ID_32mkpU,3.893489066307622
ID_32mwC9,3.89893323378641
ID_32mwwo,3.8935109755630783
ID_32nVpo,0.0004965666276862839
ID_32nz3p,3.8935109755630783
ID_32qLEF,3.8936487295580218
ID_32rEqz,3.8936487295580218
ID_32sMQs,3.893312451620874
ID_32sfVZ,3.8990452344772017
ID_32smMB,3.893312451620874
ID_32tXtL,0.0004965666276862839
ID_32u25Q,0.0004965666276862839
ID_32uBYt,3.893312451620874
ID_32uMYp,0.0004965666276862839
ID_32vFvY,3.893312451620874
ID_32vTy4,3.8936487295580218
ID_32vcUs,3.893796922019764
ID_32wExS,3.8936418005483135
ID_32zfUL,3.893489066307622
ID_332BDv,3.893312451620874
ID_332yWf,3.893312451620874
ID_333CCE,0.00031083410220565313
ID_333sYS,3.893312451620874
ID_334imr,3.8935109755630783
ID_335TWX,3.899072479554657
ID_339paj,0.0004965666276862839
ID_33A6dY,3.893312451620874
ID_33BPhv,3.893312451620874
ID_33DjjL,3.8936487295580218
ID_33EF4V,3.899006909096448
ID_33FCfj,3.893657897581164
ID_33FF28,0.0004965666276862839
